Game,Timestamp,distance,Player_ID_1,Latitude_1,Longitude_1,Elevation_1,Player_ID_2,Latitude_2,Longitude_2,Elevation_2
6,2022-05-13 16:26:29,103.47025994965288,MWB,47.144597601145485,-70.46345916576682,18.46,MZ,47.14422720484435,-70.46469616703685,34.504999999999995
6,2022-05-13 16:26:30,103.52376961790405,MWB,47.1446000318974,-70.4634620156139,18.4,MZ,47.14422850403934,-70.46469865366812,34.62583333333333
6,2022-05-13 16:26:31,103.42112616363967,MWB,47.14460176066493,-70.46346656279637,18.4,MZ,47.14422980323433,-70.4647011402994,34.74666666666666
6,2022-05-13 16:26:32,103.31877920949402,MWB,47.14460348943247,-70.46347110997885,18.4,MZ,47.14423110242932,-70.46470362693067,34.8675
6,2022-05-13 16:26:33,103.21672963799885,MWB,47.14460521820001,-70.46347565716133,18.4,MZ,47.14423240162432,-70.46470611356195,34.98833333333333
6,2022-05-13 16:26:34,103.11497833262727,MWB,47.14460694696755,-70.4634802043438,18.4,MZ,47.144233700819306,-70.46470860019322,35.10916666666667
6,2022-05-13 16:26:35,103.01352617457017,MWB,47.144608675735086,-70.46348475152628,18.4,MZ,47.1442350000143,-70.4647110868245,35.23
6,2022-05-13 16:26:36,102.91715102649178,MWB,47.14461040450263,-70.46348929870875,18.4,MZ,47.1442392412573,-70.46471579186614,35.262
6,2022-05-13 16:26:37,102.82145597290642,MWB,47.144612133270165,-70.46349384589124,18.4,MZ,47.14424348250032,-70.46472049690779,35.294
6,2022-05-13 16:26:38,102.72644292220374,MWB,47.1446138620377,-70.4634983930737,18.4,MZ,47.14424772374332,-70.46472520194943,35.326
6,2022-05-13 16:26:39,102.61673149767994,MWB,47.144614944700194,-70.46350275166336,18.4,MZ,47.14425196498632,-70.46472990699108,35.358
6,2022-05-13 16:26:40,102.5081227037165,MWB,47.14461602736269,-70.463507110253,18.4,MZ,47.14425620622933,-70.46473461203273,35.39
6,2022-05-13 16:26:41,102.40062004724929,MWB,47.14461711002518,-70.46351146884265,18.4,MZ,47.14426044747234,-70.46473931707438,35.422
6,2022-05-13 16:26:42,102.29422701859197,MWB,47.14461819268767,-70.4635158274323,18.4,MZ,47.14426468871535,-70.46474402211602,35.454
6,2022-05-13 16:26:43,102.18894708264537,MWB,47.14461927535016,-70.46352018602195,18.4,MZ,47.14426892995835,-70.46474872715767,35.486
6,2022-05-13 16:26:44,102.08478368036505,MWB,47.14462035801265,-70.4635245446116,18.4,MZ,47.14427317120136,-70.46475343219932,35.518
6,2022-05-13 16:26:45,101.98174023758996,MWB,47.144621440675145,-70.46352890320125,18.4,MZ,47.14427741244437,-70.46475813724096,35.55
6,2022-05-13 16:26:46,101.87982014913425,MWB,47.14462252333764,-70.4635332617909,18.4,MZ,47.14428165368737,-70.46476284228261,35.582
6,2022-05-13 16:26:47,101.77902679201692,MWB,47.14462360600013,-70.46353762038055,18.4,MZ,47.14428589493038,-70.46476754732426,35.614
6,2022-05-13 16:26:48,101.67936351355155,MWB,47.14462468866262,-70.4635419789702,18.4,MZ,47.14429013617338,-70.4647722523659,35.646
6,2022-05-13 16:26:49,101.5808336440268,MWB,47.14462577132511,-70.46354633755985,18.4,MZ,47.1442943774164,-70.46477695740755,35.678
6,2022-05-13 16:26:50,101.48344048256975,MWB,47.1446268539876,-70.4635506961495,18.4,MZ,47.1442986186594,-70.4647816624492,35.71
6,2022-05-13 16:26:51,102.32032532443093,MWB,47.144632819108686,-70.4635398834944,18.64,MZ,47.14429824746082,-70.46478032134469,35.503571428571426
6,2022-05-13 16:26:52,103.16213894519446,MWB,47.14463878422977,-70.4635290708393,18.88,MZ,47.14429787626226,-70.46477898024018,35.29714285714286
6,2022-05-13 16:26:53,104.00876166804498,MWB,47.14464474935085,-70.4635182581842,19.12,MZ,47.14429750506368,-70.46477763913568,35.090714285714284
6,2022-05-13 16:26:54,104.86007700743657,MWB,47.144650714471936,-70.4635074455291,19.36,MZ,47.14429713386511,-70.46477629803117,34.88428571428572
6,2022-05-13 16:26:55,105.71597159500857,MWB,47.14465667959302,-70.46349663287401,19.6,MZ,47.14429676266654,-70.46477495692666,34.67785714285714
6,2022-05-13 16:26:56,106.57633510545038,MWB,47.1446626447141,-70.4634858202189,19.84,MZ,47.14429639146797,-70.46477361582215,34.471428571428575
6,2022-05-13 16:26:57,107.05744014769455,MWB,47.14467000216245,-70.46348189935087,19.84,MZ,47.144296020269394,-70.46477227471765,34.265
6,2022-05-13 16:26:58,107.54401061679242,MWB,47.14467735961079,-70.46347797848284,19.84,MZ,47.14429564907083,-70.46477093361314,34.058571428571426
6,2022-05-13 16:26:59,108.0359726687239,MWB,47.144684717059135,-70.4634740576148,19.84,MZ,47.14429527787225,-70.46476959250863,33.85214285714286
6,2022-05-13 16:27:00,108.53325298614007,MWB,47.14469207450748,-70.46347013674676,19.84,MZ,47.144294906673686,-70.46476825140412,33.645714285714284
6,2022-05-13 16:27:01,109.03577880173269,MWB,47.14469943195582,-70.46346621587874,19.84,MZ,47.14429453547511,-70.46476691029962,33.43928571428572
6,2022-05-13 16:27:02,109.54347792809536,MWB,47.14470678940417,-70.4634622950107,19.84,MZ,47.14429416427654,-70.46476556919511,33.23285714285714
6,2022-05-13 16:27:03,110.05627876860918,MWB,47.14471414685252,-70.46345837414266,19.84,MZ,47.14429379307797,-70.4647642280906,33.026428571428575
6,2022-05-13 16:27:04,110.5741103410722,MWB,47.14472150430085,-70.46345445327464,19.84,MZ,47.1442934218794,-70.4647628869861,32.82
6,2022-05-13 16:27:05,110.95261985120618,MWB,47.1447288617492,-70.4634505324066,19.84,MZ,47.14429595441157,-70.46476177937747,32.442142857142855
6,2022-05-13 16:27:06,112.17101537734796,MWB,47.144735974392745,-70.46343449902324,19.56571428571429,MZ,47.14429848694374,-70.46476067176884,32.06428571428572
6,2022-05-13 16:27:07,113.38993850708306,MWB,47.14474308703628,-70.46341846563989,19.29142857142857,MZ,47.14430101947591,-70.4647595641602,31.68642857142857
6,2022-05-13 16:27:08,114.60937240560196,MWB,47.14475019967983,-70.46340243225653,19.017142857142854,MZ,47.14430355200808,-70.46475845655158,31.30857142857143
6,2022-05-13 16:27:09,115.82930093075977,MWB,47.14475731232337,-70.46338639887317,18.742857142857144,MZ,47.144306084540254,-70.46475734894295,30.930714285714288
6,2022-05-13 16:27:10,117.04970861261006,MWB,47.14476442496692,-70.46337036548981,18.46857142857143,MZ,47.144308617072426,-70.46475624133433,30.552857142857142
6,2022-05-13 16:27:11,118.27058061114145,MWB,47.14477153761045,-70.46335433210646,18.19428571428572,MZ,47.1443111496046,-70.4647551337257,30.175
6,2022-05-13 16:27:12,119.4919026894558,MWB,47.144778650254,-70.4633382987231,17.92,MZ,47.14431368213677,-70.46475402611706,29.79714285714286
6,2022-05-13 16:27:13,121.24670265502405,MWB,47.144792983308434,-70.46331916004421,17.92,MZ,47.14431621466894,-70.46475291850844,29.419285714285717
6,2022-05-13 16:27:14,123.00674428366115,MWB,47.14480731636287,-70.4633000213653,17.92,MZ,47.14431874720111,-70.46475181089981,29.04142857142857
6,2022-05-13 16:27:15,124.77180574199446,MWB,47.1448216494173,-70.4632808826864,17.92,MZ,47.14432127973328,-70.46475070329119,28.66357142857143
6,2022-05-13 16:27:16,125.28565370338704,MWB,47.14482702780517,-70.46327386982742,17.840000000000003,MZ,47.144323812265455,-70.46474959568255,28.285714285714285
6,2022-05-13 16:27:17,125.80048944688762,MWB,47.14483240619303,-70.46326685696843,17.76,MZ,47.144326344797626,-70.46474848807392,27.907857142857143
6,2022-05-13 16:27:18,126.3163008939828,MWB,47.1448377845809,-70.46325984410944,17.68,MZ,47.1443288773298,-70.4647473804653,27.53
6,2022-05-13 16:27:19,127.44807301604635,MWB,47.14484316296877,-70.46325283125047,17.6,MZ,47.14432922458008,-70.46475382255659,27.11857142857143
6,2022-05-13 16:27:20,128.58122459905005,MWB,47.14484854135663,-70.46324581839148,17.520000000000003,MZ,47.14432957183036,-70.46476026464788,26.70714285714286
6,2022-05-13 16:27:21,129.715719486424,MWB,47.1448539197445,-70.4632388055325,17.44,MZ,47.14432991908063,-70.46476670673917,26.295714285714286
6,2022-05-13 16:27:22,129.7151574834702,MWB,47.14485915843397,-70.4632486123592,17.32,MZ,47.14433026633091,-70.46477314883047,25.884285714285717
6,2022-05-13 16:27:23,129.71803008335417,MWB,47.14486439712345,-70.4632584191859,17.200000000000003,MZ,47.14433061358119,-70.46477959092176,25.472857142857144
6,2022-05-13 16:27:24,129.72433706416368,MWB,47.14486963581293,-70.4632682260126,17.080000000000002,MZ,47.14433096083147,-70.46478603301306,25.06142857142857
6,2022-05-13 16:27:25,129.73407791907007,MWB,47.1448748745024,-70.4632780328393,16.96,MZ,47.14433130808175,-70.46479247510435,24.65
6,2022-05-13 16:27:26,128.69102334204624,MWB,47.14486854017843,-70.46329467690417,16.822857142857142,MZ,47.14433165533203,-70.46479891719564,24.23857142857143
6,2022-05-13 16:27:27,127.64902287708753,MWB,47.14486220585446,-70.46331132096904,16.685714285714287,MZ,47.14433200258231,-70.46480535928693,23.827142857142857
6,2022-05-13 16:27:28,126.60810254927489,MWB,47.14485587153049,-70.46332796503391,16.548571428571428,MZ,47.14433234983259,-70.46481180137822,23.415714285714287
6,2022-05-13 16:27:29,125.56828922324966,MWB,47.14484953720651,-70.46334460909878,16.411428571428573,MZ,47.14433269708287,-70.46481824346952,23.004285714285714
6,2022-05-13 16:27:30,124.5296106306952,MWB,47.14484320288254,-70.46336125316365,16.274285714285714,MZ,47.144333044333145,-70.46482468556081,22.59285714285714
6,2022-05-13 16:27:31,123.49209540569235,MWB,47.14483686855857,-70.46337789722853,16.13714285714286,MZ,47.14433339158342,-70.4648311276521,22.18142857142857
6,2022-05-13 16:27:32,122.455773118741,MWB,47.1448305342346,-70.4633945412934,16.0,MZ,47.1443337388337,-70.4648375697434,21.77
6,2022-05-13 16:27:33,121.74457077496537,MWB,47.14482313022013,-70.46340275555849,15.68,MZ,47.14433399494741,-70.46484075952321,21.662777777777777
6,2022-05-13 16:27:34,121.03675061868176,MWB,47.144815726205664,-70.4634109698236,15.36,MZ,47.14433425106111,-70.46484394930303,21.555555555555557
6,2022-05-13 16:27:35,120.33237233631071,MWB,47.1448083221912,-70.4634191840887,15.04,MZ,47.14433450717482,-70.46484713908285,21.44833333333333
6,2022-05-13 16:27:36,119.631496722773,MWB,47.144800918176735,-70.4634273983538,14.72,MZ,47.144334763288526,-70.46485032886267,21.34111111111111
6,2022-05-13 16:27:37,118.93418570405447,MWB,47.14479351416227,-70.4634356126189,14.4,MZ,47.14433501940223,-70.46485351864249,21.233888888888888
6,2022-05-13 16:27:38,118.24050234142463,MWB,47.1447861101478,-70.463443826884,14.08,MZ,47.144335275515935,-70.4648567084223,21.126666666666665
6,2022-05-13 16:27:39,117.74347051958262,MWB,47.14478103909638,-70.46345053240655,14.08,MZ,47.14433553162964,-70.46485989820212,21.01944444444445
6,2022-05-13 16:27:40,117.24802538107684,MWB,47.14477596804497,-70.4634572379291,14.08,MZ,47.144335787743344,-70.46486308798194,20.912222222222223
6,2022-05-13 16:27:41,116.75418712469809,MWB,47.14477089699355,-70.46346394345164,14.08,MZ,47.14433604385705,-70.46486627776176,20.805
6,2022-05-13 16:27:42,116.26197622637787,MWB,47.14476582594213,-70.4634706489742,14.08,MZ,47.14433629997076,-70.46486946754156,20.697777777777777
6,2022-05-13 16:27:43,115.77141344425071,MWB,47.14476075489072,-70.46347735449675,14.08,MZ,47.14433655608446,-70.46487265732138,20.590555555555557
6,2022-05-13 16:27:44,115.28251981764572,MWB,47.1447556838393,-70.4634840600193,14.08,MZ,47.14433681219817,-70.4648758471012,20.48333333333333
6,2022-05-13 16:27:45,114.68380950094583,MWB,47.1447494602762,-70.46349178184758,13.89875,MZ,47.14433706831188,-70.46487903688102,20.37611111111111
6,2022-05-13 16:27:46,114.08758530083986,MWB,47.1447432367131,-70.46349950367588,13.7175,MZ,47.14433732442558,-70.46488222666083,20.26888888888889
6,2022-05-13 16:27:47,113.49388640052759,MWB,47.14473701315,-70.46350722550416,13.53625,MZ,47.144337580539286,-70.46488541644065,20.161666666666665
6,2022-05-13 16:27:48,112.90275263615148,MWB,47.1447307895869,-70.46351494733244,13.355,MZ,47.144337836652994,-70.46488860622047,20.05444444444445
6,2022-05-13 16:27:49,112.3142245109264,MWB,47.14472456602381,-70.46352266916074,13.17375,MZ,47.144338092766695,-70.46489179600029,19.947222222222223
6,2022-05-13 16:27:50,111.72834320288858,MWB,47.14471834246071,-70.46353039098902,12.9925,MZ,47.1443383488804,-70.4648949857801,19.84
6,2022-05-13 16:27:51,111.07618643491298,MWB,47.1447121188976,-70.46353811281732,12.81125,MZ,47.14433658868074,-70.46489604549215,19.66857142857143
6,2022-05-13 16:27:52,110.42470848148703,MWB,47.1447058953345,-70.4635458346456,12.63,MZ,47.14433482848107,-70.46489710520419,19.497142857142855
6,2022-05-13 16:27:53,109.86576524105665,MWB,47.144696842879085,-70.46355042792854,12.63,MZ,47.14433306828141,-70.46489816491624,19.325714285714287
6,2022-05-13 16:27:54,109.31090104951062,MWB,47.14468779042366,-70.46355502121148,12.63,MZ,47.14433130808175,-70.46489922462828,19.154285714285717
6,2022-05-13 16:27:55,108.76017833870564,MWB,47.14467873796824,-70.46355961449443,12.63,MZ,47.14432954788208,-70.46490028434032,18.982857142857146
6,2022-05-13 16:27:56,108.21366033973763,MWB,47.14466968551282,-70.46356420777737,12.63,MZ,47.144327787682414,-70.46490134405236,18.81142857142857
6,2022-05-13 16:27:57,107.67141107949973,MWB,47.1446606330574,-70.4635688010603,12.63,MZ,47.14432602748275,-70.4649024037644,18.64
6,2022-05-13 16:27:58,107.7140949989779,MWB,47.1446526423097,-70.46356578357516,12.63,MZ,47.14432426728309,-70.46490346347645,18.46857142857143
6,2022-05-13 16:27:59,107.7623713802635,MWB,47.144644651562,-70.46356276609004,12.63,MZ,47.14432250708342,-70.4649045231885,18.29714285714286
6,2022-05-13 16:28:00,107.81623271467018,MWB,47.1446366608143,-70.4635597486049,12.63,MZ,47.14432074688376,-70.46490558290053,18.125714285714288
6,2022-05-13 16:28:01,107.97982118787858,MWB,47.14462825097145,-70.4635550128296,12.711666666666668,MZ,47.14431898668409,-70.46490664261258,17.954285714285714
6,2022-05-13 16:28:02,108.15058648973604,MWB,47.1446198411286,-70.4635502770543,12.793333333333331,MZ,47.14431722648443,-70.46490770232462,17.782857142857143
6,2022-05-13 16:28:03,108.32849468338507,MWB,47.14461143128575,-70.46354554127899,12.875,MZ,47.144315466284766,-70.46490876203666,17.611428571428572
6,2022-05-13 16:28:04,108.5135106345098,MWB,47.1446030214429,-70.4635408055037,12.956666666666669,MZ,47.1443137060851,-70.4649098217487,17.44
6,2022-05-13 16:28:05,108.91699302471649,MWB,47.14459461160005,-70.4635360697284,13.038333333333332,MZ,47.144312055494936,-70.46491381927176,17.32923076923077
6,2022-05-13 16:28:06,109.32848286657817,MWB,47.1445862017572,-70.4635313339531,13.12,MZ,47.14431040490478,-70.46491781679481,17.21846153846154
6,2022-05-13 16:28:07,109.83036988752538,MWB,47.14458382434466,-70.46352800405157,13.207272727272729,MZ,47.144308754314615,-70.46492181431786,17.107692307692307
6,2022-05-13 16:28:08,110.33317209595246,MWB,47.14458144693213,-70.46352467415005,13.294545454545451,MZ,47.14430710372446,-70.46492581184091,16.99692307692308
6,2022-05-13 16:28:09,110.83687703931093,MWB,47.14457906951959,-70.46352134424852,13.38181818181818,MZ,47.14430545313429,-70.46492980936397,16.886153846153846
6,2022-05-13 16:28:10,111.34147246622591,MWB,47.14457669210705,-70.46351801434699,13.469090909090909,MZ,47.14430380254413,-70.46493380688702,16.775384615384617
6,2022-05-13 16:28:11,111.846946324786,MWB,47.14457431469452,-70.46351468444546,13.556363636363637,MZ,47.14430215195397,-70.46493780441008,16.664615384615384
6,2022-05-13 16:28:12,112.35328675577271,MWB,47.14457193728198,-70.46351135454394,13.643636363636364,MZ,47.14430050136381,-70.46494180193314,16.553846153846155
6,2022-05-13 16:28:13,112.86048210208975,MWB,47.144569559869446,-70.46350802464241,13.73090909090909,MZ,47.144298850773644,-70.46494579945619,16.443076923076923
6,2022-05-13 16:28:14,113.36852088726077,MWB,47.14456718245691,-70.46350469474088,13.818181818181818,MZ,47.14429720018349,-70.46494979697924,16.332307692307694
6,2022-05-13 16:28:15,113.87739182382676,MWB,47.14456480504437,-70.46350136483935,13.905454545454546,MZ,47.14429554959332,-70.46495379450229,16.22153846153846
6,2022-05-13 16:28:16,114.38708380555711,MWB,47.14456242763183,-70.46349803493783,13.992727272727272,MZ,47.144293899003166,-70.46495779202534,16.110769230769233
6,2022-05-13 16:28:17,114.89758590848375,MWB,47.1445600502193,-70.4634947050363,14.08,MZ,47.144292248413,-70.4649617895484,16.0
6,2022-05-13 16:28:18,114.89093305682779,MWB,47.144557110105566,-70.46349620088363,14.08,MZ,47.14429139732745,-70.46496403976703,15.88923076923077
6,2022-05-13 16:28:19,114.88488463784486,MWB,47.14455416999184,-70.46349769673095,14.08,MZ,47.1442905462419,-70.46496628998564,15.77846153846154
6,2022-05-13 16:28:20,114.8794407457183,MWB,47.1445512298781,-70.46349919257828,14.08,MZ,47.14428969515634,-70.46496854020427,15.667692307692308
6,2022-05-13 16:28:21,114.87460146640227,MWB,47.14454828976437,-70.46350068842563,14.08,MZ,47.14428884407079,-70.46497079042288,15.556923076923075
6,2022-05-13 16:28:22,114.87036687981973,MWB,47.14454534965064,-70.46350218427295,14.08,MZ,47.144287992985234,-70.46497304064151,15.446153846153846
6,2022-05-13 16:28:23,114.8667370501044,MWB,47.14454240953691,-70.46350368012028,14.08,MZ,47.14428714189968,-70.46497529086014,15.335384615384616
6,2022-05-13 16:28:24,114.86371203453827,MWB,47.14453946942319,-70.46350517596761,14.08,MZ,47.14428629081412,-70.46497754107875,15.224615384615385
6,2022-05-13 16:28:25,114.86129188156157,MWB,47.144536529309455,-70.46350667181494,14.08,MZ,47.14428543972857,-70.46497979129738,15.113846153846154
6,2022-05-13 16:28:26,114.85947662858892,MWB,47.14453358919573,-70.46350816766227,14.08,MZ,47.14428458864302,-70.46498204151601,15.003076923076923
6,2022-05-13 16:28:27,114.85826630472336,MWB,47.14453064908199,-70.46350966350961,14.08,MZ,47.144283737557465,-70.46498429173462,14.892307692307693
6,2022-05-13 16:28:28,114.85766092926647,MWB,47.14452770896826,-70.46351115935694,14.08,MZ,47.14428288647191,-70.46498654195325,14.781538461538462
6,2022-05-13 16:28:29,114.85766051289114,MWB,47.14452476885453,-70.46351265520427,14.08,MZ,47.144282035386354,-70.46498879217187,14.670769230769231
6,2022-05-13 16:28:30,114.85826505340621,MWB,47.1445218287408,-70.4635141510516,14.08,MZ,47.1442811843008,-70.4649910423905,14.56
6,2022-05-13 16:28:31,114.54415114221663,MWB,47.14451443869618,-70.46352222561833,14.0,MZ,47.14428132399919,-70.46499746153134,14.48
6,2022-05-13 16:28:32,114.23544745960508,MWB,47.14450704865157,-70.46353030018507,13.92,MZ,47.14428146369757,-70.46500388067219,14.4
6,2022-05-13 16:28:33,113.93219798126442,MWB,47.14449965860695,-70.4635383747518,13.84,MZ,47.14428160339595,-70.46501029981302,14.32
6,2022-05-13 16:28:34,113.63444637615844,MWB,47.14449226856233,-70.46354644931853,13.76,MZ,47.14428174309433,-70.46501671895386,14.24
6,2022-05-13 16:28:35,113.34223597176012,MWB,47.14448487851772,-70.46355452388526,13.68,MZ,47.14428188279272,-70.46502313809471,14.16
6,2022-05-13 16:28:36,113.05560973371487,MWB,47.1444774884731,-70.463562598452,13.6,MZ,47.1442820224911,-70.46502955723554,14.08
6,2022-05-13 16:28:37,113.41544334494091,MWB,47.14447553548966,-70.46356356237087,13.744,MZ,47.14428216218949,-70.46503597637638,14.0
6,2022-05-13 16:28:38,113.77655197142964,MWB,47.14447358250622,-70.46356452628972,13.888,MZ,47.14428230188787,-70.46504239551723,13.92
6,2022-05-13 16:28:39,114.1389235097761,MWB,47.144471629522776,-70.46356549020858,14.032,MZ,47.14428244158625,-70.46504881465808,13.84
6,2022-05-13 16:28:40,114.50254596960623,MWB,47.14446967653934,-70.46356645412745,14.176,MZ,47.14428258128464,-70.46505523379892,13.76
6,2022-05-13 16:28:41,114.86740747390073,MWB,47.1444677235559,-70.4635674180463,14.32,MZ,47.14428272098301,-70.46506165293975,13.68
6,2022-05-13 16:28:42,115.23349625137386,MWB,47.14446577057246,-70.46356838196516,14.464,MZ,47.1442828606814,-70.4650680720806,13.6
6,2022-05-13 16:28:43,113.74675380353187,MWB,47.14446381758902,-70.46356934588403,14.608,MZ,47.14429926635188,-70.46505370092662,13.643636363636364
6,2022-05-13 16:28:44,112.28951154967085,MWB,47.14446186460557,-70.46357030980289,14.752,MZ,47.144315672022366,-70.46503932977264,13.687272727272727
6,2022-05-13 16:28:45,110.86293278917272,MWB,47.144459911622135,-70.46357127372174,14.896,MZ,47.144332077692845,-70.46502495861866,13.73090909090909
6,2022-05-13 16:28:46,109.46821632556566,MWB,47.1444579586387,-70.4635722376406,15.04,MZ,47.14434848336332,-70.46501058746468,13.774545454545454
6,2022-05-13 16:28:47,108.12491491856225,MWB,47.14445823588626,-70.46357323702136,14.966153846153846,MZ,47.14436488903381,-70.4649962163107,13.818181818181818
6,2022-05-13 16:28:48,106.80761709223471,MWB,47.14445851313382,-70.46357423640212,14.892307692307693,MZ,47.14438129470429,-70.4649818451567,13.86181818181818
6,2022-05-13 16:28:49,105.51729673991326,MWB,47.144458790381385,-70.46357523578288,14.818461538461538,MZ,47.144397700374775,-70.46496747400272,13.905454545454546
6,2022-05-13 16:28:50,104.25495552034009,MWB,47.144459067628944,-70.46357623516366,14.744615384615384,MZ,47.14441410604525,-70.46495310284874,13.94909090909091
6,2022-05-13 16:28:51,103.0216219271186,MWB,47.14445934487651,-70.46357723454442,14.67076923076923,MZ,47.14443051171573,-70.46493873169476,13.992727272727272
