Player_ID_1,Player_ID_2,Timestamp
DB,IG,2022-05-10 16:40:07
DB,IG,2022-05-10 16:40:08
DB,IG,2022-05-10 16:40:09
DB,IG,2022-05-10 16:40:10
DB,LL,2022-05-10 16:40:07
DB,LL,2022-05-10 16:40:08
DB,LL,2022-05-10 16:40:09
DB,MCM,2022-05-10 16:40:07
DB,MCM,2022-05-10 16:40:08
DB,MCM,2022-05-10 16:40:09
DB,MCM,2022-05-10 16:40:10
DB,MGB,2022-05-10 16:40:07
DB,MGB,2022-05-10 16:40:08
DB,MGB,2022-05-10 16:40:09
DB,MGB,2022-05-10 16:59:17
DB,MTP,2022-05-10 16:40:07
DB,MTP,2022-05-10 16:40:08
DB,MTP,2022-05-10 16:40:09
DB,MTP,2022-05-10 16:40:10
DB,MTP,2022-05-10 16:40:11
DB,MTP,2022-05-10 16:40:12
DB,MWB,2022-05-10 16:40:07
DB,MWB,2022-05-10 16:55:15
DB,MWB,2022-05-10 16:55:16
DB,MWB,2022-05-10 16:55:17
DB,MWB,2022-05-10 16:55:18
DB,MWB,2022-05-10 16:55:19
DB,MWB,2022-05-10 16:55:20
DB,MWB,2022-05-10 16:55:21
DB,MWB,2022-05-10 16:55:22
DB,MWB,2022-05-10 16:55:23
DB,MWB,2022-05-10 16:55:24
DB,MWB,2022-05-10 16:55:25
DB,MWB,2022-05-10 16:55:26
DB,MWB,2022-05-10 16:55:27
DB,MWB,2022-05-10 16:55:28
DB,MWB,2022-05-10 16:55:29
DB,MWB,2022-05-10 16:55:30
DB,MWB,2022-05-10 16:55:31
DB,MWB,2022-05-10 16:55:32
DB,MWB,2022-05-10 16:55:33
DB,MWB,2022-05-10 16:55:34
DB,MWB,2022-05-10 16:55:35
DB,MWB,2022-05-10 16:55:36
DB,MWB,2022-05-10 16:55:37
DB,MWB,2022-05-10 16:55:38
DB,MWB,2022-05-10 16:55:39
DB,MWB,2022-05-10 16:55:40
DB,MWB,2022-05-10 16:55:41
DB,MWB,2022-05-10 17:09:14
DB,MWB,2022-05-10 17:09:15
DB,MWB,2022-05-10 17:09:16
DB,MWB,2022-05-10 17:09:17
DB,MWB,2022-05-10 17:09:18
DB,MWB,2022-05-10 17:09:19
DB,MWB,2022-05-10 17:09:20
DB,MWB,2022-05-10 17:09:21
DB,MWB,2022-05-10 17:09:22
DB,MWB,2022-05-10 17:09:23
DB,MWB,2022-05-10 17:09:24
DB,MWB,2022-05-10 17:09:25
DB,MWB,2022-05-10 17:09:26
DB,MWB,2022-05-10 17:09:27
DB,MWB,2022-05-10 17:09:28
DB,MWB,2022-05-10 17:09:29
DB,MWB,2022-05-10 17:09:30
DB,MWB,2022-05-10 17:09:31
DB,MWB,2022-05-10 17:09:32
DB,MWB,2022-05-10 17:09:33
DB,MWB,2022-05-10 17:09:34
DB,MWB,2022-05-10 17:09:35
DB,MWB,2022-05-10 17:09:36
DB,MWB,2022-05-10 17:09:37
DB,MWB,2022-05-10 17:09:38
DB,MWB,2022-05-10 17:09:39
DB,MWB,2022-05-10 17:09:40
DB,MWB,2022-05-10 17:09:41
DB,MWB,2022-05-10 17:09:42
DB,MWB,2022-05-10 17:09:43
DB,MWB,2022-05-10 17:09:44
DB,MWB,2022-05-10 17:09:45
DB,MWB,2022-05-10 17:09:46
DB,MWB,2022-05-10 17:09:47
DB,MWB,2022-05-10 17:09:48
DB,MWB,2022-05-10 17:09:49
DB,MWB,2022-05-10 17:09:50
DB,MWB,2022-05-10 17:09:51
DB,MWB,2022-05-10 17:09:52
DB,MWB,2022-05-10 17:09:53
DB,MWB,2022-05-10 17:09:54
DB,MWB,2022-05-10 17:09:55
DB,MWB,2022-05-10 17:09:56
DB,MWB,2022-05-10 17:09:57
DB,MWB,2022-05-10 17:09:58
DB,MWB,2022-05-10 17:09:59
DB,PL,2022-05-10 16:40:07
DB,PL,2022-05-10 16:40:08
DB,PL,2022-05-10 16:40:09
DB,PL,2022-05-10 16:40:10
DB,PL,2022-05-10 16:40:11
DB,PL,2022-05-10 16:40:12
DB,PL,2022-05-10 16:40:13
DB,PL,2022-05-10 16:40:14
DB,PL,2022-05-10 16:40:15
DB,PL,2022-05-10 16:40:16
