Game,Player_ID,length (m),orientation (deg.),time (s)
1,DB,0.5189192880112955,43.89829419991657,11.0
1,DB,1.8839415736054048,6.215635928641524,8.0
1,DB,1.0413067257078248,198.8982469688975,3.0
1,DB,2.885629478147968,349.3691498601233,7.0
1,DB,1.2395990229825096,180.43078707149013,8.0
1,DB,3.0313409117464793,199.44003481637773,9.0
1,DB,2.0580046193311903,205.71785563332077,2.0
1,DB,13.786565443865175,196.49906014249146,11.0
1,DB,3.187621078366638,211.5884130915338,19.0
1,DB,12.659506374030089,11.756468382436571,11.0
1,DB,9.74097020222889,32.61606119380967,8.0
1,DB,3.942926941364228,55.64921966421403,3.0
1,DB,3.7268926269991614,104.80968953510572,8.0
1,DB,9.331372496148234,191.2106330737086,7.0
1,DB,2.819255653479494,34.13593996434913,12.0
1,DB,3.45367279427221,321.37924809479017,2.0
1,DB,25.59662048722069,352.9572349635109,6.0
1,DB,25.575707594560306,355.16549050090657,4.0
1,DB,13.383748041099686,343.51065645952184,10.0
1,DB,1.015228467028243,150.31281857115994,13.0
1,DB,6.4082746043048955,147.08415262726066,10.0
1,DB,1.5487703858151476,304.1087140489873,14.0
1,DB,2.1895896912752266,250.89844323881798,13.0
1,DB,4.172893425170189,277.4471216077184,13.0
1,DB,8.6054025717299,328.8503999013947,11.0
1,DB,8.220581332983505,313.8542371559988,11.0
1,DB,15.926769582900251,325.3675234879969,11.0
1,DB,6.949534706223534,298.793711471961,10.0
1,DB,10.648075623535885,304.0550592315183,11.0
1,DB,8.89766648172971,300.2288525457946,11.0
1,DB,5.0371260199934245,285.35599145931025,10.0
1,DB,5.4764305705944345,209.9156898716875,21.0
1,DB,1.3239915142368721,207.21611149929913,15.0
1,DB,11.473246629824732,0.09308812544404467,13.0
1,DB,12.698467818083442,336.29040108264917,11.0
1,DB,5.163129988118479,306.5590247807147,20.0
1,DB,24.53660656528096,327.53888712984786,5.0
1,DB,15.339069573133832,300.19828806245084,6.0
1,DB,6.1490348019044845,246.05990795495845,3.0
1,DB,17.066038841442904,229.99759414126268,8.0
1,DB,0.40830386838820715,95.4403321037699,10.0
1,DB,2.1010962309246124,52.2142620289938,17.0
1,DB,3.626943745067508,210.16309119245875,18.0
1,DB,6.017362002237317,53.03667269201782,11.0
1,DB,5.6095305435676925,318.4158057319529,10.0
1,DB,3.3067903226659836,220.67040896368835,11.0
1,DB,2.8317491149890195,347.5312717911751,13.0
1,DB,5.416089340099312,205.27318773419063,12.0
1,DB,8.409430403075895,224.56212191510159,6.0
